date,time,place,item,type,recyclability,sorted_status
2024-02-14,11:45,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-15,11:48,par13,paper cup,Paper,Recyclable,Sorted
2024-05-15,13:01,par6,carton,Paper,Recyclable,Sorted
2024-04-09,12:55,par6,banana peel,Organic,bio-degradable,Sorted
2024-02-29,13:07,par6,paper cup,Paper,Recyclable,Unsorted
2024-04-22,12:35,par14,cardboard,Paper,Recyclable,Sorted
2024-03-14,11:46,vending machine,plastic film,Plastic,non-recyclable,Sorted
2024-01-09,12:56,lobby,paper cup,Paper,Recyclable,Sorted
2024-01-19,13:02,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-01-01,13:42,lobby,coffee cup,Paper,Recyclable,Sorted
2024-05-23,15:27,par14,paper cup,Paper,Recyclable,Sorted
2024-04-22,13:16,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-13,17:20,par14,food,Organic,bio-degradable,Unsorted
2024-03-22,13:21,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-05,12:52,par14,carton,Paper,Recyclable,Sorted
2024-01-10,18:02,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-03,15:34,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-01,12:13,par6,plastic film,Plastic,non-recyclable,Sorted
2024-02-01,10:25,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-08,12:56,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-22,11:52,lobby,glass bottle,Glass,Recyclable,Unsorted
2024-02-22,13:09,par6,paper cup,Paper,Recyclable,Sorted
2024-02-29,13:03,par14,cardboard,Paper,Recyclable,Sorted
2024-03-01,09:51,par14,cardboard,Paper,Recyclable,Sorted
2024-06-06,10:43,par13,drink can,Metal,Recyclable,Unsorted
2024-04-29,13:13,par6,coffee cup,Paper,Recyclable,Unsorted
2024-01-01,12:55,par6,wrapper,Plastic,non-recyclable,Sorted
2024-03-22,13:22,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-26,13:47,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-03-12,13:22,par6,glass bottle,Glass,Recyclable,Unsorted
2024-04-16,17:34,lobby,cardboard,Paper,Recyclable,Unsorted
2024-06-14,12:53,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-01-12,12:21,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-01-01,10:18,par13,coffee cup,Paper,Recyclable,Unsorted
2024-01-31,12:27,par14,drink can,Metal,Recyclable,Unsorted
2024-01-24,10:57,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-02-02,11:22,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-19,17:35,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-03-21,18:00,lobby,glass bottle,Glass,Recyclable,Sorted
2024-01-24,11:58,lobby,drink can,Metal,Recyclable,Unsorted
2024-03-12,12:50,par14,cardboard,Paper,Recyclable,Sorted
2024-01-03,13:15,par13,coffee cup,Paper,Recyclable,Unsorted
2024-05-13,13:43,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-22,12:54,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-06-10,11:51,par6,coffee cup,Paper,Recyclable,Sorted
2024-01-10,18:33,par14,food,Organic,bio-degradable,Unsorted
2024-03-05,13:28,lobby,banana peel,Organic,bio-degradable,Sorted
2024-04-09,13:07,lobby,cardboard,Paper,Recyclable,Sorted
2024-03-06,11:48,vending machine,carton,Paper,Recyclable,Unsorted
2024-01-31,10:27,par6,drink can,Metal,Recyclable,Unsorted
2024-05-30,12:37,par14,glass bottle,Glass,Recyclable,Sorted
2024-02-27,10:50,par14,paper,Paper,Recyclable,Sorted
2024-02-14,12:00,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-05-06,13:31,par14,food,Organic,bio-degradable,Sorted
2024-01-03,13:05,par14,plastic film,Plastic,non-recyclable,Sorted
2024-04-04,12:22,par14,wrapper,Plastic,non-recyclable,Unsorted
2024-03-04,13:13,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-04-19,10:19,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-01-30,13:33,par14,paper,Paper,Recyclable,Sorted
2024-05-28,18:22,par14,wrapper,Plastic,non-recyclable,Sorted
2024-01-25,10:35,lobby,plastic film,Plastic,non-recyclable,Unsorted
2024-01-17,12:31,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-10,13:55,par6,carton,Paper,Recyclable,Unsorted
2024-03-04,13:03,lobby,paper cup,Paper,Recyclable,Unsorted
2024-02-05,12:54,par14,paper,Paper,Recyclable,Unsorted
2024-03-08,11:37,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-17,10:51,par14,banana peel,Organic,bio-degradable,Unsorted
2024-03-13,18:12,lobby,drink can,Metal,Recyclable,Sorted
2024-01-04,13:21,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-05-03,15:23,par6,banana peel,Organic,bio-degradable,Unsorted
2024-05-16,15:38,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-03-08,13:03,par13,paper,Paper,Recyclable,Unsorted
2024-02-22,18:47,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-13,18:33,par13,carton,Paper,Recyclable,Unsorted
2024-04-01,09:33,par6,carton,Paper,Recyclable,Sorted
2024-05-31,12:24,lobby,banana peel,Organic,bio-degradable,Sorted
2024-04-30,12:29,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-26,12:58,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-11,12:37,vending machine,food,Organic,bio-degradable,Unsorted
2024-02-08,15:49,par13,banana peel,Organic,bio-degradable,Unsorted
2024-02-27,16:10,par14,plastic film,Plastic,non-recyclable,Sorted
2024-02-19,12:49,par14,glass bottle,Glass,Recyclable,Unsorted
2024-04-03,12:08,lobby,carton,Paper,Recyclable,Sorted
2024-03-18,13:25,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-27,17:57,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-06-14,11:04,par14,cardboard,Paper,Recyclable,Sorted
2024-02-26,12:16,vending machine,paper,Paper,Recyclable,Unsorted
2024-01-08,13:16,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-17,12:33,vending machine,glass bottle,Glass,Recyclable,Sorted
2024-02-16,13:08,par13,drink can,Metal,Recyclable,Sorted
2024-04-04,12:32,par6,wrapper,Plastic,non-recyclable,Sorted
2024-02-29,15:39,par13,food,Organic,bio-degradable,Unsorted
2024-03-07,12:35,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-13,09:50,vending machine,drink can,Metal,Recyclable,Unsorted
2024-05-01,12:16,par14,glass bottle,Glass,Recyclable,Unsorted
2024-03-04,17:49,lobby,coffee cup,Paper,Recyclable,Unsorted
2024-01-04,11:39,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-02-01,12:25,lobby,paper cup,Paper,Recyclable,Sorted
2024-02-12,12:12,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-15,15:35,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-23,13:03,vending machine,paper cup,Paper,Recyclable,Sorted
2024-05-13,12:10,par13,paper cup,Paper,Recyclable,Sorted
2024-04-09,13:42,vending machine,cardboard,Paper,Recyclable,Sorted
2024-03-29,11:32,par6,banana peel,Organic,bio-degradable,Unsorted
2024-01-19,12:46,par14,drink can,Metal,Recyclable,Sorted
2024-02-27,14:44,lobby,plastic film,Plastic,non-recyclable,Sorted
2024-03-26,13:09,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-03-05,13:04,par14,banana peel,Organic,bio-degradable,Sorted
2024-03-18,12:35,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-03-18,11:13,par14,food,Organic,bio-degradable,Unsorted
2024-05-20,10:50,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-01-29,13:41,par6,food,Organic,bio-degradable,Unsorted
2024-06-06,12:55,par14,cardboard,Paper,Recyclable,Sorted
2024-04-24,11:45,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-22,18:34,par14,cardboard,Paper,Recyclable,Unsorted
2024-01-19,15:29,vending machine,plastic film,Plastic,non-recyclable,Unsorted
2024-02-08,13:13,lobby,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-14,15:30,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-06-14,13:07,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-01-17,13:13,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-19,17:35,lobby,paper cup,Paper,Recyclable,Sorted
2024-05-17,15:00,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-06-03,13:56,par14,plastic film,Plastic,non-recyclable,Sorted
2024-04-26,12:39,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-04-10,11:58,par6,paper cup,Paper,Recyclable,Unsorted
2024-02-19,16:23,par14,drink can,Metal,Recyclable,Unsorted
2024-02-12,18:22,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-29,12:47,par13,paper,Paper,Recyclable,Unsorted
2024-04-26,13:02,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-07,12:21,par14,banana peel,Organic,bio-degradable,Unsorted
2024-05-02,12:52,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-15,10:30,par6,paper cup,Paper,Recyclable,Sorted
2024-02-28,11:37,lobby,food,Organic,bio-degradable,Unsorted
2024-04-11,12:59,par13,glass bottle,Glass,Recyclable,Unsorted
2024-03-22,12:45,par13,plastic film,Plastic,non-recyclable,Unsorted
2024-01-04,18:25,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-06,12:28,lobby,plastic film,Plastic,non-recyclable,Unsorted
2024-02-21,12:46,lobby,glass bottle,Glass,Recyclable,Sorted
2024-05-20,13:44,lobby,cardboard,Paper,Recyclable,Unsorted
2024-01-25,13:28,par6,carton,Paper,Recyclable,Unsorted
2024-01-19,15:28,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-19,11:13,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-02-08,12:03,lobby,carton,Paper,Recyclable,Unsorted
2024-02-08,12:32,lobby,banana peel,Organic,bio-degradable,Sorted
2024-06-05,11:33,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-04-16,12:55,par14,coffee cup,Paper,Recyclable,Sorted
2024-04-26,11:47,par6,cardboard,Paper,Recyclable,Unsorted
2024-02-06,11:56,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-30,18:34,par13,cardboard,Paper,Recyclable,Sorted
2024-02-20,18:16,par13,drink can,Metal,Recyclable,Unsorted
2024-03-19,14:20,vending machine,drink can,Metal,Recyclable,Sorted
2024-05-16,12:15,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-04,11:55,par14,cardboard,Paper,Recyclable,Sorted
2024-03-26,13:09,vending machine,cardboard,Paper,Recyclable,Unsorted
2024-03-14,13:12,par6,carton,Paper,Recyclable,Unsorted
2024-04-12,12:30,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-01,12:17,vending machine,paper cup,Paper,Recyclable,Unsorted
2024-03-07,17:32,par14,cardboard,Paper,Recyclable,Sorted
2024-01-31,17:27,par14,coffee cup,Paper,Recyclable,Sorted
2024-03-18,12:42,par14,plastic film,Plastic,non-recyclable,Sorted
2024-01-16,13:34,par13,carton,Paper,Recyclable,Unsorted
2024-01-04,12:02,par14,plastic film,Plastic,non-recyclable,Sorted
2024-02-13,11:58,lobby,clear water bottle,Plastic,Recyclable,Sorted
2024-05-23,12:34,par13,paper cup,Paper,Recyclable,Sorted
2024-01-19,15:29,lobby,plastic film,Plastic,non-recyclable,Unsorted
2024-04-09,12:28,vending machine,drink can,Metal,Recyclable,Sorted
2024-05-03,13:30,lobby,plastic film,Plastic,non-recyclable,Unsorted
2024-06-10,16:11,par6,food,Organic,bio-degradable,Unsorted
2024-03-14,13:02,par14,glass bottle,Glass,Recyclable,Unsorted
2024-01-18,13:00,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-02,13:07,par14,drink can,Metal,Recyclable,Unsorted
2024-05-20,13:15,par14,clear water bottle,Plastic,Recyclable,Sorted
2024-05-27,13:01,par6,wrapper,Plastic,non-recyclable,Sorted
2024-04-09,13:02,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-04-11,12:22,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-06-07,13:18,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-03-08,11:19,par6,coffee cup,Paper,Recyclable,Sorted
2024-03-01,15:46,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-07,12:23,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-04-12,11:38,par13,food,Organic,bio-degradable,Unsorted
2024-01-29,12:16,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-03-15,11:33,par14,cardboard,Paper,Recyclable,Unsorted
2024-01-30,13:00,par14,food,Organic,bio-degradable,Unsorted
2024-02-22,11:48,par6,cardboard,Paper,Recyclable,Sorted
2024-02-27,13:55,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-27,15:53,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-04-17,12:29,par6,cardboard,Paper,Recyclable,Sorted
2024-02-19,13:04,par6,coffee cup,Paper,Recyclable,Unsorted
2024-06-06,12:06,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-16,12:10,par13,cardboard,Paper,Recyclable,Unsorted
2024-03-15,12:22,vending machine,carton,Paper,Recyclable,Sorted
2024-06-13,12:01,par6,wrapper,Plastic,non-recyclable,Unsorted
2024-01-08,11:52,par6,plastic film,Plastic,non-recyclable,Sorted
2024-06-05,13:05,par6,drink can,Metal,Recyclable,Unsorted
2024-05-14,10:31,par13,banana peel,Organic,bio-degradable,Unsorted
2024-01-10,12:33,par6,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-12,11:05,par13,coffee cup,Paper,Recyclable,Unsorted
2024-06-07,13:47,vending machine,paper cup,Paper,Recyclable,Unsorted
2024-02-29,15:34,lobby,coffee cup,Paper,Recyclable,Sorted
2024-04-03,12:46,par13,food,Organic,bio-degradable,Unsorted
2024-02-14,13:30,par14,wrapper,Plastic,non-recyclable,Sorted
2024-02-19,13:26,lobby,paper,Paper,Recyclable,Sorted
2024-04-19,12:16,par6,banana peel,Organic,bio-degradable,Sorted
2024-02-21,13:23,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-05-31,14:50,par14,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-16,14:45,par13,drink can,Metal,Recyclable,Sorted
2024-01-29,12:17,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-04-03,16:13,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-08,13:19,par6,cardboard,Paper,Recyclable,Sorted
2024-04-30,11:28,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-22,13:12,par6,clear water bottle,Plastic,Recyclable,Sorted
2024-04-18,17:40,vending machine,cardboard,Paper,Recyclable,Sorted
2024-04-26,13:46,par13,food,Organic,bio-degradable,Unsorted
2024-05-10,13:02,par6,drink can,Metal,Recyclable,Unsorted
2024-01-10,12:38,par6,paper cup,Paper,Recyclable,Sorted
2024-02-16,12:02,vending machine,plastic film,Plastic,non-recyclable,Sorted
2024-05-20,12:57,lobby,banana peel,Organic,bio-degradable,Unsorted
2024-02-07,13:27,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-31,13:02,par14,wrapper,Plastic,non-recyclable,Sorted
2024-04-01,13:07,lobby,wrapper,Plastic,non-recyclable,Sorted
2024-04-26,13:36,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-17,12:11,par13,paper cup,Paper,Recyclable,Unsorted
2024-04-10,12:19,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-03-20,11:51,vending machine,paper,Paper,Recyclable,Unsorted
2024-04-12,15:33,par13,banana peel,Organic,bio-degradable,Sorted
2024-05-10,12:24,par13,cardboard,Paper,Recyclable,Unsorted
2024-01-12,11:57,par14,paper,Paper,Recyclable,Sorted
2024-05-21,12:27,par6,drink can,Metal,Recyclable,Unsorted
2024-01-12,11:38,par13,glass bottle,Glass,Recyclable,Unsorted
2024-03-01,12:01,lobby,paper,Paper,Recyclable,Unsorted
2024-04-03,12:59,par6,banana peel,Organic,bio-degradable,Sorted
2024-03-11,17:41,par13,paper cup,Paper,Recyclable,Sorted
2024-06-07,13:32,par6,paper,Paper,Recyclable,Unsorted
2024-02-15,13:18,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-02-15,12:24,par6,carton,Paper,Recyclable,Sorted
2024-04-03,12:05,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-23,09:54,par14,cardboard,Paper,Recyclable,Unsorted
2024-03-04,12:41,par13,drink can,Metal,Recyclable,Unsorted
2024-03-14,11:32,par14,carton,Paper,Recyclable,Unsorted
2024-02-23,12:11,lobby,drink can,Metal,Recyclable,Unsorted
2024-02-27,11:46,vending machine,plastic film,Plastic,non-recyclable,Sorted
2024-06-07,13:24,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-08,12:44,lobby,cardboard,Paper,Recyclable,Sorted
2024-01-31,12:20,par14,glass bottle,Glass,Recyclable,Unsorted
2024-03-04,12:05,par14,food,Organic,bio-degradable,Sorted
2024-05-30,12:28,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-03-04,12:51,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-11,12:35,vending machine,paper,Paper,Recyclable,Unsorted
2024-01-26,13:03,vending machine,carton,Paper,Recyclable,Sorted
2024-06-07,12:21,par14,plastic film,Plastic,non-recyclable,Unsorted
2024-02-20,12:46,par6,coffee cup,Paper,Recyclable,Sorted
2024-05-15,15:18,par13,paper cup,Paper,Recyclable,Unsorted
2024-01-26,10:42,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-17,12:53,vending machine,carton,Paper,Recyclable,Unsorted
2024-01-25,11:05,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-02-16,13:02,lobby,paper cup,Paper,Recyclable,Sorted
2024-04-02,13:25,par13,wrapper,Plastic,non-recyclable,Sorted
2024-02-07,17:25,par14,food,Organic,bio-degradable,Sorted
2024-02-13,15:33,vending machine,wrapper,Plastic,non-recyclable,Unsorted
2024-01-25,13:31,vending machine,paper,Paper,Recyclable,Sorted
2024-01-15,15:45,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-03,13:05,par14,paper,Paper,Recyclable,Sorted
2024-03-26,12:20,lobby,drink can,Metal,Recyclable,Unsorted
2024-02-02,17:22,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-23,11:40,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-25,17:57,par6,plastic film,Plastic,non-recyclable,Unsorted
2024-03-28,17:08,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-08,11:56,vending machine,banana peel,Organic,bio-degradable,Sorted
2024-04-25,09:46,par14,wrapper,Plastic,non-recyclable,Unsorted
2024-02-27,12:47,lobby,carton,Paper,Recyclable,Unsorted
2024-01-22,15:04,par14,coffee cup,Paper,Recyclable,Sorted
2024-01-12,13:12,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-05,12:46,lobby,glass bottle,Glass,Recyclable,Sorted
2024-02-12,10:16,par6,drink can,Metal,Recyclable,Unsorted
2024-05-20,11:00,par13,paper,Paper,Recyclable,Sorted
2024-01-30,13:18,lobby,paper,Paper,Recyclable,Sorted
2024-02-05,13:18,par6,coffee cup,Paper,Recyclable,Unsorted
2024-03-29,11:33,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-28,12:53,par13,drink can,Metal,Recyclable,Unsorted
2024-04-02,12:59,par13,wrapper,Plastic,non-recyclable,Unsorted
2024-05-01,12:31,par13,cardboard,Paper,Recyclable,Unsorted
2024-05-30,13:02,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-24,12:06,par14,carton,Paper,Recyclable,Sorted
2024-02-23,11:30,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-03-27,12:41,par6,coffee cup,Paper,Recyclable,Unsorted
2024-04-19,13:34,par13,paper cup,Paper,Recyclable,Unsorted
2024-05-29,15:27,lobby,paper cup,Paper,Recyclable,Sorted
2024-04-08,11:27,lobby,glass bottle,Glass,Recyclable,Sorted
2024-04-10,13:13,lobby,glass bottle,Glass,Recyclable,Sorted
2024-04-19,13:10,par13,banana peel,Organic,bio-degradable,Unsorted
2024-04-17,12:09,lobby,drink can,Metal,Recyclable,Unsorted
2024-02-15,12:26,par13,food,Organic,bio-degradable,Unsorted
2024-04-24,11:35,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-02-16,12:29,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-06-03,13:50,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-08,11:44,par6,drink can,Metal,Recyclable,Sorted
2024-05-13,12:29,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-01,13:15,vending machine,clear water bottle,Plastic,Recyclable,Sorted
2024-05-30,18:09,par13,cardboard,Paper,Recyclable,Sorted
2024-01-31,11:33,par6,carton,Paper,Recyclable,Sorted
2024-03-06,11:59,par13,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-24,12:22,lobby,wrapper,Plastic,non-recyclable,Unsorted
2024-03-19,13:10,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-03,12:52,par6,banana peel,Organic,bio-degradable,Unsorted
2024-01-25,13:34,par13,carton,Paper,Recyclable,Unsorted
2024-01-10,17:26,lobby,cardboard,Paper,Recyclable,Unsorted
2024-05-06,13:00,par6,plastic film,Plastic,non-recyclable,Sorted
2024-06-03,12:00,vending machine,glass bottle,Glass,Recyclable,Unsorted
2024-05-03,12:35,par13,cardboard,Paper,Recyclable,Unsorted
2024-05-27,12:48,par6,paper cup,Paper,Recyclable,Sorted
2024-06-10,12:13,par6,paper cup,Paper,Recyclable,Unsorted
2024-03-27,12:46,par13,paper cup,Paper,Recyclable,Unsorted
2024-02-06,13:20,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-05-27,10:24,par6,plastic film,Plastic,non-recyclable,Sorted
2024-02-22,13:25,vending machine,clear water bottle,Plastic,Recyclable,Unsorted
2024-01-09,12:14,lobby,paper cup,Paper,Recyclable,Sorted
2024-06-11,15:04,par13,paper cup,Paper,Recyclable,Unsorted
2024-03-27,13:02,par14,plastic film,Plastic,non-recyclable,Sorted
2024-02-28,13:04,vending machine,carton,Paper,Recyclable,Unsorted
2024-01-08,12:37,par13,paper cup,Paper,Recyclable,Unsorted
